learner,percentage,auc,logloss,brier,timeboth
classif.pamr,0.7,0.743225590180326,0.859428222468404,0.251456015212558,11.0523333333334
classif.pamr,1,0.743220202110477,0.861534942781721,0.251657449060372,16.2729999999998
classif.nnet,0.1,0.829024706116084,0.470825764790319,0.161062559037102,2.79599999999997
classif.nnet,0.2,0.826967535519657,0.472657012758706,0.161882846896577,5.11766666666669
classif.nnet,0.4,0.814712110377821,0.476766943301383,0.164176262816587,9.79766666666668
classif.nnet,0.7,0.826007459068548,0.472568704442826,0.162102522664474,17.977
classif.nnet,1,0.828315848301554,0.470929714280114,0.161195564395127,27.442
classif.mlp,0.1,0.828545678841875,0.482652480033548,0.164065650679001,25.0586666666666
classif.mlp,0.2,0.831427976262725,0.476573893437723,0.162887564437786,33.7603333333333
classif.mlp,0.4,0.834439440728609,0.470865368901072,0.160062123956567,57.9226666666665
classif.mlp,0.7,0.83451675660816,0.471477141468452,0.160581291532252,103.475666666666
classif.mlp,1,0.835347845811891,0.469958953092177,0.1601687026805,165.39
classif.rda,0.1,0.779886475612478,,,104.767
classif.rda,0.2,0.780691584396104,,,149.359333333333
classif.rda,0.4,0.793587450869029,,,92.7179999999998
classif.rda,0.7,0.795172081396857,,,440.64
classif.rda,1,0.778817164626902,,,469.59
classif.PART,0.1,0.799764963291421,1.06615274378787,0.174633267765122,10.5036666666674
classif.PART,0.2,0.80971220499241,1.06442696270564,0.170106490580527,59.0493333333331
classif.PART,0.4,0.820594700576407,0.971444794124203,0.164660871790194,247.952666666667
classif.PART,0.7,0.825715081606821,0.951358088235163,0.162080821243555,895.654666666665
classif.PART,1,0.830045227943358,0.922803043120938,0.160125154819058,1834.126
classif.rotationForest,0.1,0.808340237475637,0.513686318679158,0.172950476255208,34.2016666666653
classif.rotationForest,0.2,0.8066813669005,0.515272095664731,0.17356905577048,62.6216666666648
classif.rotationForest,0.4,0.807877803288524,0.512709050435604,0.172870805141766,134.248333333333
classif.rotationForest,0.7,0.80843684388573,0.513031412099891,0.172719915387217,252.084666666669
classif.rotationForest,1,0.807611423587754,0.51279673442005,0.172760016953187,362.900666666666
classif.ranger,0.1,0.849630493977862,0.451844656455906,0.152664630910403,54.8183333333363
classif.ranger,0.2,0.856524078225693,0.44248614128002,0.149268134499057,119.986666666664
classif.ranger,0.4,0.862220111638201,0.434690705537271,0.146379874035383,271.38
classif.ranger,0.7,0.867041826805571,0.428348314957094,0.144048228426989,575.124666666668
classif.ranger,1,0.870476462252785,0.42416731623132,0.142421612532747,993.452333333332
classif.randomForest,0.1,0.850676507295086,0.450383582728878,0.152005773426324,46.9960000000016
classif.randomForest,0.2,0.856681134664199,0.44182239481367,0.149055814145076,105.945333333332
classif.randomForest,0.4,0.862984753053087,0.433918657583018,0.145964526426899,253.797666666668
classif.randomForest,0.7,0.868037660091708,0.427213433941554,0.143518062316724,483.574333333333
classif.randomForest,1,0.871318944195958,0.422847891720658,0.1418949780689,753.402
classif.RRF,0.1,0.847356506814536,0.45410218694128,0.152858897042797,65.3746666666678
classif.RRF,0.2,0.853837109117564,0.445904631860999,0.149900387152884,157.592333333332
classif.RRF,0.4,0.859593103985007,0.439053429509977,0.147125344779943,394.814333333331
classif.RRF,0.7,0.865167683399478,0.431204741783012,0.144453572807362,870.743666666671
classif.RRF,1,0.868598560188583,0.427351192455491,0.14272922705123,1457.15233333333
classif.plr,0.1,0.794848264839142,0.512076824589653,0.176371185134847,83.222000000004
classif.plr,0.2,0.794726069095676,0.511519186265106,0.176173956074514,168.252999999999
classif.plr,0.4,0.794898534673225,0.511464112518928,0.176194509760225,298.478666666665
classif.plr,0.7,0.794917859868508,0.511393367034892,0.176136935334029,676.075999999999
classif.plr,1,0.79490824172473,0.511357640787487,0.176136386591643,1334.83133333333
classif.nodeHarvest,0.1,0.775947520083832,0.522089169574208,0.179178825365468,440.718999999993
classif.nodeHarvest,0.2,0.776275294033811,0.522261084292876,0.179298271821198,1293.48033333334
classif.nodeHarvest,0.4,0.775925479489847,0.52181311081186,0.179286635333131,2772.52733333333
classif.nodeHarvest,0.7,0.776315406697802,0.521764470779565,0.179306819237805,7633.66533333333
classif.nodeHarvest,1,0.776191920029808,0.522016402754043,0.179377243074545,14891.2896666667
classif.randomForestSRC,0.1,0.850135749710036,0.450033435770127,0.152099825188378,216.622333333352
classif.randomForestSRC,0.2,0.857355631932641,0.44158077587978,0.14886181243918,485.293666666665
classif.randomForestSRC,0.4,0.863026595372206,0.433594795049282,0.14596976479538,1107.36033333334
classif.randomForestSRC,0.7,0.86805507768523,0.426781422532744,0.143478730872671,2146.13166666666
classif.randomForestSRC,1,0.871169441348569,0.423382452550644,0.142044575081542,3252.817
classif.svm,0.1,0.839726590577503,0.477671434758851,0.15857052234091,260.465666666675
classif.svm,0.2,0.844294811828093,0.470738583630303,0.156185720890237,856.776999999992
classif.svm,0.4,0.847895605888158,0.465770766350835,0.154434007990899,3329.15099999998
classif.svm,0.7,0.850825806770884,0.461919241557936,0.153061343305675,10346.9606666667
classif.svm,1,0.852769733217735,0.458961572057917,0.152089116283431,26367.3696666667
classif.ctree,0.1,0.812142985415482,0.498712874837931,0.168322064151876,2.62366666666667
classif.ctree,0.2,0.820556614337503,0.491141292749677,0.164722376545282,4.61966666666668
classif.ctree,0.4,0.826613497673464,0.48277066632352,0.161939824521252,10.87
classif.ctree,0.7,0.83241947551903,0.474282416848843,0.159462566625618,27.5746666666666
classif.ctree,1,0.835539410378273,0.470323807613853,0.157969361366313,49.2916666666667
classif.extraTrees,0.1,0.846149179346775,0.455462820479394,0.154242070976279,85.2595
classif.extraTrees,0.2,0.853562081227037,0.448067319474105,0.151175255385985,104.9555
classif.extraTrees,0.4,0.860274973621893,0.439326519261202,0.14794446439437,146.92
classif.extraTrees,0.7,0.865174934446639,0.432820797236262,0.145502022780677,216.8335
classif.extraTrees,1,0.868568222268832,0.42870492397464,0.143865581550372,350.1715
